Scenario,Return Scalar,Gap %Δ,80-100 TW %Δ,40-59 TW %Δ,0-20 TW %Δ,Gap Elasticity
LowerReturns10,0.9,-14.08159832558202,-2.0702388614830505,-1.0269543293362964,-0.6355423208405612,1.4081598325582023
HigherReturns10,1.1,5.990595171118409,2.0983696669704734,0.8492500874737956,0.4237399962559377,0.5990595171118404
