Scenario,Business Wealth Eps Scalar,Gap %Δ,80-100 TW %Δ,40-59 TW %Δ,0-20 TW %Δ,Gap Elasticity
BusEps0.8,0.8,-55.381479905344534,-9.766436126666255,-3.5815827413096843,-1.81158767856125,2.7690739952672274
BusEps1,1.0,-22.1252217371898,1.925725881384618,2.730273765256426,3.0877493808962186,
BusEps1.2,1.2,13.049530267004958,3.549598418045339,1.3630246417378773,0.8150205699960179,0.652476513350248
BusEps1.4,1.4,50.229788299566955,10.698220701133394,3.8974465523310013,2.1455897525611305,1.2557447074891743
