Scenario,Small Cap Blend,Gap %Δ,80-100 TW %Δ,40-59 TW %Δ,0-20 TW %Δ,Gap Elasticity
LargeCapHeavy,0.25,-34.05030649004836,-5.619680817377211,-2.004972494181697,-0.967146250424192,0.45400408653397806
SmallCapHeavy,0.75,68.76809160993335,14.3102798202165,5.14158931587329,2.7903567462537646,-2.7507236643973343
